3898,Custom Files
3901,Questions from St. Lukes
3902,UPDATEENTITY_FAILED error report from Administaff
3903,Re: Web.config
3904,Roles column blank
3906,Error with opening Attachments
3907,Batch Report Problem
3909,Closing Browser Window to Exit CG Web
3910,FW: Overdue Incidents
3912,Error When Trying to Save View in ChangeGear
3913,My Reports as System Report
3914,Bottom Task is hidden on CGWeb when Grid is too tall
3915,Task BPA Not Sending
3916,RFC with Deleted User as Requester Changes Requester to Firsr User
3917,Problems with CI search from web client
3918,Question - Web  View Management
3919,Questions about integrating with CA CMDB
3920,CI search in client
3921,Issue: Unable to add user (Mike Guest) to the Approval Group
3922,"ChangeGear error report from EBSCO Industries, Inc."
3925,Is There an Individual Download for CG Mobile
3926,FW:  CG Problem -  
3927,Cancel request for PEER Review 
3928,Changegear Web Client - Query 
3930,CGMobile Documentation
3931,Need resource type on Impacted Resource tab for web.
3932,License Check (TeckCominco)
3933,License Check (WP Carey)
3935,Version 2 to Version 3.5 Upgrade Issues
3936,License Check (Challenger)
3937,License Check (Caraustar)
3938,Can't find CG service on server
3939,Track IT and CG Promote
3940,Sending task to external partner
3941,FW: Your ChangeGear order has been processed
3942,ChangeGear error report from Mercantile Bank of Michigan
3943,Object Reference Error Quick Searching in CMDB Tracked Assets
3944,Cannot Login to CG with DT Client
3945,Cannot make CG Mobile run
3946,Need to know how to install CGWeb
3947,Migration of Tickets from Existing Systems to Change Gear
3948,CGWeb upgrade
3949,Change Gear Mail Config
3950,RFC Showing up for one user but not another
3951,Emails Update Query
3952,Changear Authentication questions
3953,errors when submitting on the web
3954,Windows Authentication
3955,identifying unscheduled changes in Client
3956,Problems with 2.0 > 3.5 Upgrade
3958,DevExpress.XtraGrid.v6.2 Object reference not set to an instance of an Object
3959,Discovery scans
3964,Reporting in Change Gear
3966,Email Integration
3967,No privilege to perform action on Reject
3968,Support Request
3971,FW: Change control
3973,"ChangeGear error report from Friedman, Billings, Ramsey"
3974,change gear notification message bug
3975,Questions about the time field in Due Date and Time on RFC form
3976,IE7 Overlap still happens in RFC Editor when validation is fired
3977,Error Opening Owner Details in CMDB
3978,blank lines in user list
3979,Name errors in Change Gear
3980,cg web timeout error
3981,Location not showing up in Incident; also Location and Department don't show up when printing a incident
3982,User Name with Apostrophe throws error
3983,ChangeGear 3.5 MR1 - saving group column name
3984,ChangeGear 3.5 MR1 - Veiw filter not working on Due Date field
3985,ChangeGear 3.5 MR1- task ID still depends on RFC id
3986,ChangeGear Training Offer
3987,Issues with required fields on release tab
3988,Data dictionary\database information
3990,Multiple filters on custom views
3992,Alert Error
3993,Questions on CMDB
3994,License Check (FBR)
3995,License Check (The Firmus Group)
3997,RE: License Check (Grinnell)
3998,Crystal Report Images do not show
3999,Incident not bringing up the Requesters Items
4000,Column Chooser fields 
4001,End user form not looking right
4003,Web Client - would like to add another permanent column
4005,Hexidecimal error on Remote Scan
4006,Custom Crystal Report issues - no charts being visible
4008,Error message while trying to access the Announcement Calendar
4009,My Active requests view
4010,Task reordering causes error
4011,Reporting incorrect number of processors-CPU count
4012,Cannot install/start ChangeGear Enterprise demo
4013,Concurrent license
4016,License Check (TeckCominco)
4017,Users tickets not being created.
4018,Email connector not working
4019,Privilege issues
4020,Error in RFC page 
4021,License Check (Community Bank)
4022,License Check (Habitat for Humanity)
4023,License Check (Zinifex)
4025,Issue: Exception Thrown by action Close Task & Rule CanSave
4026,Issue: BPA Rule Notification
4028,Type Exceeds Max Length
4029,Questions on 
4030,Quick Search does not work for Tasks view
4033,Quick Search functionality diff in web vs client
4034,Summary is not a dropdown field in the web version
4036,Required Fields
4037,FW: Support
4038,Change Control - Attachment False Error
4040,Access level for Web client
4041,Inactive for 60 minutes
4042,A severe error occurred on the current command from CG Web
4043,CGWeb Not Accessible from remote domain
4044,Update User Update VB Script to replace apostrophe with nothing
4045,CRM Integration
4046,All Close Tickets view in Change Module for all CG users
4049,Error on approve at Capita
4051,BPA seems to be sending multiple times
4052,ChangeGear v3.5 r2551 - Business Policy Automation 
4053,"ChangeGear error report from Friedman, Billings, Ramsey"
4054,.Net Error for ChangeGear after install
4055,ChangeGear 3.5 MR2 Download Links
4057,Error on Rejecting RFC
4061,Web Grid displaying inaccurate data
4062, You have been inactive for 60 Minutes Error on DT client
4063,Error on Rejecting RFC
4064,FW: ChangeGear upgrade
4066,RE: ChangeGear error report from Administaff - AGAIN I CANNOT SUBMIT OR SAVE MY UPDATES!
4067,HTML Attachments Do Not Open Properly from CGWeb
4068,Assigned To  and Change Type fields are not visible in end user form
4069,Download links for ChangeGear 3.5 MR2
4070,Inconsistencies between CGWeb and 
4072,Support Request - Medium
4073,Site License Clarification
4074,ChangeGear is not active on the Server you entered or is blocked by a firewall
4075,Action on RFC Modified Wrong RFC
4076,"ChangeGear error report from Friedman, Billings, Ramsey"
4077,Approvers.Modified not behaving correctly
4078,Change Gear fields not prepopulated
4080,Role Definition
4081,Custom Reports with Date Range Not usable through viewer
4082,CMDB
4083,License Check (TechCominco)
4084,Change Type Root Name filter displaying incorrect results
4086,Questions on new reporting after upgrade to 3.5 MR1
4088,RFC to Implement Today Alert
4089,All Requests by Impacted Resource - Filter Does Not Work
4090,New issue w/a user approving an RFC in ChangeGear
4091,RE: Export.vbs
4092,Thread being aborted error
4094,VB ChangeGear Issue
4096,ChangeGear time stamp
4108,License Check (Caraustar)
4109,License Check (Alberta Pacific)
4110,cmdb question
4111,ChangeGear error report
4112,Cannot install CG on computer for new sales person
4114,Cannot change headers on Self Service Portal
4115,Cannot attach files to a closed RFC
4116,Adding a Comment to a Closed RFC
4118,FW: Change Gear Training
4119,FW: RFC #RFC-000655 Reassigned
4122,Additional Contact for Our Account
4125,BCBSDE Prod Issue
4127,FW: eGS ChangeGear Issues/Requests
4128,Error after running Network Discovery Scan during import
4132,Is CG supported on SQL2005
4138,General Questions
4139,License Check (Uponor USA Manufacturing)
4140,License Check (Wayport)
4142,CG User Role Doesn't Have Privilege to View Attachment in CI Policies
4144,Incident #IR-0009136
4145,Approval group question
4148,Is there a way to log into CG with a different ID than the LAN ID it currently defaults to?  Or can you only log out the PC user and log into the PC as a different user?
4155,Attachments with apostrophe fail in web 
4156,License Check (Atlas Pipeline)
4157,License Check (Symmetrex)
4158,Reject action not working on RFC
4167,License Check (Dept Nat Resource Canada)
4168,SOX Ticket Detail Report
4169,Email Connector not working on Port other than default
4170,License Check (Heartland)
4171,License Check (American Seafood)
4173,License Check (Goodrich)
4174,License Check (Realogy Franchise)
4176,How do you change the web client Timeout to disconnect inactive sessions? 
4177,Could not find status - . STATE_NOT_FOUND
4178,Need new version of SOX Crysal Report
4179,BPA to automatically create announcements not working
4181,Reports issues
4182,Item has already been added. Key in dictionary: 'DOW_0' Key being added: 'DOW_0'
4183,Problem with BPA Searching for AssignedTo - Blanks throws syntax Error AND###
4184,Can CG Database be moved from MSDE to SQL Server
4185,ChangeGear DB is very large
4186,Change Gear Issues/Questions
4187,Cannot Save RFC with Complete Date before start date
4189,Enhancement Request
4191,CG is saying license expired
4193,ChangeGear ERD
4194,Enhancement Request - add task information to History
4195,License Check (Atlas Pipeline)
4197,Problem with Reports
4199,Role Query
4200,You have already registered your approval for this RFC error - log files going to FTP site now
4201,Sending attachments and not accepting the ticket closure
4202,Problem installing CG Web
4205,Problem setting up BPAs and Email Templates
4206,Enhancement Requests
4207,How to people use CAB in ChangeGear
4208,ChangeGear error report
4209,Webclient issue
4210,Site Licence Viewing Query
4211,Need the ability to use IMAP for CG Mobile.
4214,License Check (Envestnet)
4215,Email Icons don't produce the unique Change Gear Reference needed for email
4216,New ChangeGear Release
4217,New ChangeGear Release
4218,License Check (PSCU)
4219,License Check (GES)
4224,Attachment Problems
4226,Wildcard in CI Searches
4227,Web Custom View Options
4228,MR2 CGWeb Upgrade installed to C drive instead of D drive
4230,CG Web 3.5 MR2 error
4231,Approval After Removing Approval
4233,Extra Email Sent by BPA
4234,"Is it possibe to merge decovered devices with muliple network cards, IP's, or MAC addresses"
4235,DT Client throwing error on startup
4236,My Tasks View
4237,Change Gear 3.5 MR2 errors and follow up on earlier message
4238,Adding Non-AD User to ChangeGear
4239,How do you setup cgmobile
4240,License Check Urgent (Goodrich)
4241,FW: Your ChangeGear order has been processed
4243,Questions on initial ChangeGear installation
4244,Cannot Save Custom CMDB Views on Web
4245,Feature Request
4248,"Is it possibe to merge decovered devices with muliple network cards, IP's, or MAC addresses"
4253,Issues with getting BPAs to work
4256,I need help
4257,Exporting Reports
4258,ChangeGear error report from Habitat for Humanity International
4259,Update FBR Customizations for 3.5 MR2
4260,license file upgrade required for 2889 build?
4261,Alert Sent Only Once
4263,Patch for ChangeGear 3.5 MR2
4264,Patch/Hotfix for ChangeGear 3.5 MR2
4265,American Seafoods
4266,CMDB Question
4267,Request for SOW for Realogy corporation
4269,Approvers Show Up as All Order 1 on auto-edit
4270,ChangeGear 3.5 MR2 Hotfix
4271,ChangeGear 3.5 MR2 Hotfix
4272,ChangeGear 3.5 MR2 Hotfix
4273,ChangeGear 3.5 MR2 Hotfix
4274,ChangeGear 3.5 MR2 Hotfix
4275,ChangeGear 3.5 MR2 Hotfix
4276,ChangeGear 3.5 MR2 Hotfix
4277,ChangeGear 3.5 MR2 Hotfix
4278,ChangeGear 3.5 MR2 Hotfix
4279,ChangeGear 3.5 MR2 Hotfix
4280,ChangeGear 3.5 MR2 Hotfix
4281,ChangeGear 3.5 MR2 Hotfix
4282,7th Impacted Resource cut off in CGWeb
4283,RE: CG Problem
4284,CG 3.5.2889 web errors
4285,Roles broken by MR2 upgrade
4286,Summary of Changes
4287,EBSCO Open Incidents
4288,Duplicate feature doesn't work after MR2 upgrade
4289,Problem with Task Report on RFCs
4294,Customization files for upgrade to 3.5 - Challenger Motor Freight
4295,ChangeGear and IMAP
4296,RFC IDs reset after MR2 upgrade
4297,Stratosphere
4301,Question re Changegear
4302,Description field limit
4305,Users can edit tasks while ticket is in Template state
4306,Need Status bar when searching for resources
4307,RFC  window opens with different size when coming in through link
4309,IR/RFC throws error when viewing related items
4310,Office 2007
4311,LDAP Question
4312,Document for CG_Mobile
4313,ChangeGear error report from Sutter Connect
4314,License Check (Sutter Connect)
4315,Email Connector Not Creating Incidents in Test Environment
4316,CGPromote Error
4317,BPA executing twice
4318,Recent issues
4319,FW: Sunview ChangeGear
4320,Slow response time on web Impacted Resource picker search
4321,Daily Report not sending
4322,Editing Resources
4323,Issue with Email Connector and Attachments
4325,Issues submitting as an end user
4326,Unable to delete an incident
4327,BPA generating e-mail two days later
4328,Track-IT RFC issue
4329,Scan didn't pick up all information
4331,Installation issues with MR2 2889
4332,need instructions on how to setup email connector to auto create incidents
4333,CG Not working correctly after upgrade
4334,Attachments causing email connector to not process correctly
4335,Can't get email connector to work
4338,Object Reference Error When Duplicating
4341,Ghost Change Types in ChangeGear Web
4342,Incorrect time on comments
4343,Report Issues at Vitility
4344,Reporting question for Changegear
4348,"ChangeGear error report from Goodrich Quality Theaters, Inc"
4349,8009030C Error on Login
4350,Error Message in IR
4351,FW: Filtering on Dates
4353,Overdue BPA Email Without Attachment
4354,FW: Proplem after upgrading to CG 3.5.2889 and applying patch 2890
4356,Approval Issue
4357,RE: Description field limit
4359,Error Viewing Related Items
4360,Licensing Questions
4361,Would like MR2 R2 when ready
4363,Bug in system: History missing
4364,Web Portal Access
4365,Reporting on Tasks
4366,Time out
4367,CG Releases
4368,ChangeGear Email connector questions
4369,Email Notification
4370,Issues/Questions with Approval Groups
4371,Support Request - Medium
4372,Ticks must be between DateTime.MinValue.Ticks and DateTime.MaxValue.Ticks
4373,License Check (eTelecare)
4374,FW: Submitted for Approval RFC #RFC-000451 - New PLC Temp User Setup - Wendy Buffet
4375,Urgent - approval group issue
4376,RFCs Stuck in Pending Approval
4378,Download links for ChangeGear 3.5 MR2
4380,Items Scanning/Discovering IP Address as DNS Name
4382,Outside Contractor Login to ChangeGear
4383,Description does not show in Reports
4384,Lines cut off in History log
4385,RFC Details Report
4386,Impacted Resource "Type" not displaying in "Add" window  after RFC is saved
4387,Web grid not displaying correct amount of rows
4388,Need ChangeGear Authentication 
4389,ChangeGear TimeOut Setting
4390,"ChangeGear error report from W.P. Carey & Co, LLC"
4391,BPA Failing to Close
4392,Template ticket not saving
4393,Unknown Entries in Log Files
4394,License Check (Symmetrex) Urgent
4395,License Check (National Strategies)
4396,License Check (Municipal Group)
4397,License Check (Inter Pipeline)
4398,License Check (Battelle Baltimore)
4399,Problems running Reports after 2953 upgrade
4400,Add or Removing columns in a view is not saving
4401,Question
4402,Updated ChangeGear 3.5 Release
4403,ChangeGear 3.5 MR2 Upgrade
4405,ChangeGear error report
4406,ChangeGear error report
4407,Approvers
4408,FW: Administaff - Pending Item as we roll-out the ChgMgt module
4409,Unable to attach a .txt file using email connector
4413,Error in CGWeb
4414,Unable to delete created view in Web
4415,Issues upgrading to 2953
4416,Installation issue
4417,Problem logging in
4418,Crystal Reports
4420,ChangeGear error report from Challenger Motor Freight
4421,Modifying Print information
4422,Warning in Event Logs
4423,Report sorting
4424,MAPI vs POP3
4425,License Check (PSCU)
4426,Error on Approve - Unable to Cast Role
4427,Another Bug in Build 2953
4428,How do you rename Assigned To field
4429,Difficulty getting the LDAP setup working
4430,Related Items show same type if they have the same name
4432,License Check (Goodrich)
4433,Adding a Link via Web Client
4434,1 minute session Expire
4435,FYI on little glitch
4436,Issues with Site vs. Staff Seats
4437,Summary field not visible in 3.5 grids
4438,Need to get users into Excel to manipulate and review
4440,ChangeGear error report from PSCU Financial Services
4443,Cannot Hide Global Views on Change Tab
4451,Can't Assign to OPERATOR after 2593 upgrade
4452,ChangeGear error report from Sutter Connect
4454,Ability to Run Report Based on Task ID
4455,BPA not working to transition ticket to Pending Approval
4456,Desktop users getting update message but nothing copying 
4457,ChangeGear error report from Zale Corporation
4458,Help with email connector
4459,Strings.txt file not pushing out to clients properly
4460,Approval actions are being reset back to original setting when service is reset
4462,Portal branding
4463,Next problem
4464,"ChangeGear error report from Goodrich Quality Theaters, Inc"
4465,Search using CG Web
4466,Support Request - Low
4468,CG.exe - Fatal error
4469,LDAP not connecting.
4470,3.5.2953 Custom Approvals Reports Issues
4471,Errors in CG web 3.5.2953
4472,errors with adding users from child domain as  a requestor
4473,Unable to assign the Duplicate privilege
4474,When scanning a pc the owner is disappearing
4475,Announcements Display with wrong time in Calendar
4477,License Check (BC Lottery)
4478,BPA on values for PreImpTestingComments and PostImpTestingComments don't seem to work.
4479,Can not display comments
4480,License Expired Message
4481,ChangeGear error report from Administaff
4482,License Check (Alberta Pacific)
4483,SQL timeout Error
4484,Approvers Behave differently on Duplicate in DT vs. Web
4485,Build 2953
4486,Emailing: Copy of Weekly Report.xml.txt
4488,New License file returning error that trial period has expired
4489,License Check (Capita Offshore)
4490,BCBSDE Support Inquiry
4491,Version Update messages
4492,Changegear and Crystal reports
4493,Slow Initial page load.
4494,Approvers approving out of order
4495,Cannot re-open a Task once in Development Status
4497,Error Viewing MapView
4498,ChangeGear error report from PSCU Financial Services
4499,ChangeGear error report from PSCU Financial Services
4500,Error in All Open Tickets View
4501,Question on Change Gear Email Templates
4502,Odd Question
4504,Root element is missing error report from Challenger Motor Freight
4505,ChangeGear error report from Challenger Motor Freight
4506,Questions about CG after acquiring Greater Buffalo Savings Bank
4507,ChangeGear Questions
4509,Support Request - Low
4510,ChangeGear Resource Discovery Expert
4512,Request for 3.5 License File (serial number cg-0305-4b0e-7668-e703-0000-pe)
4513,Error when importing users using datautil
4514,CGWeb no longer shows global views to end users
4515,Scan prompting for credentials and replacing Asset Tag information
4517,License Check (Wolverhampton)
4518,License Check (SNC)
4519,Incident Location seems to be pulling Assignee instead of Requester location
4521,SQL Error at Challenger Motor Freight
4522,Approval notification on resubmission
4523,Error in RFC creation - URGENT
4524,No approval link
4525,Issues preventing upgrade to 2953
4526,Need Default Request Validation 
4527,Many issues after the upgrade
4528,CHANGEGEAR_SERVICE_NOT_INITIALIZED
4529,Security error on custom layout file
4530,ChangeGear error report
4531,History grid display issues
4532,Object Reference Error Creating RFC
4533,End User Error
4534,Editing View Not Saving Correctly.
4535,Entering History Comment Prompts for Comment on Save in Web
4536,"My Tasks" Grid Not working properly
4537,National Strategies Issues
4538,Error on Logging in to CGWeb
4539,Multiple e-mails on Submit for Approval
4540,Custom Reports in current and DEV build
4541,Feature Request
4542,Assignees Manager Column missing from web
4544,3.5 MR2 License Needed
4545,Track-IT error
4546,Error Code 80090350 Logging in to ChangeGear
4548,Change Gear and Active Directory
4549,Not able to scan new Cisco Router
4550,Issues setting up Demo machine
4551,Approvers not being added to RFC's correctly
4552,CGWeb issues after 2.0 > 3.5 upgrade
4553,End User RFC Form Doesn't Show Sub-grids Properly
4554,Object Reference error report from RadiSys Corporation
4555,In house customizations - COBSCO ChangGear software
4556,BPA Firing Every Day(ish) instead of every 7 days
4557,Problems creating test ChangeGear server
4559,Cisco Router Startup configs are not readable
4560,cusp error
4561,CG SQL 2008 Compatibility
4562,License Check (JMP)
4563,ChangeGear error report
4564,FW: Sunview ChangeGear Trial
4565,server error viewing related incident(s)
4566,RFC Details Report
4567,License Check (Alverno)
4568,Cannot Access MySunView
4569,Cannot Access MySunView
4570,RE: Attachment issue
4571,Can't Create New Notifications
4572,Change Gear Not Reading Emails
4573,ChangeGear Issue
4574,ChangeGear bypassing approval when BPA fires Submit for Approval
4575,License Check (Ashland)
4576,RFC moving to assigned state (Approving) when BPA moves New tickets to Pending Approval
4577,"After restoring production DB to Test server, cannot login"
4578,CG error after upgrade
4579,Time in ChangeGear showing UTC
4580,RFCs showing multiple approver groups and processing incorrectly on Duplicate
4581,Error installing CGWeb
4582,Need assistance setting up new user with Named License
4583,Approver Group being ignored on BPA Submit for Approval
4584,RE: Your ChangeGear order has been processed
4585,Speedco ChangeGear service
4586,Publishing Reports
4587,Approval Email is Firing before RFC is approved
4588,Cannot restart CG Service after upgrade
4589,"ChangeGear error report from Friedman, Billings, Ramsey"
4591,RFC Detail Report Times
4592,Error on isd
4593,Report Approved Emergency Changes
4594,Cannot view Incidents to Link
4595,Cannot start CGService on fresh install
4596,Error with Incident
4597,License Check (Metro International)
4598,License Check (Firmus)
4599,BPA set to fire every N days does not seem to wait
4600,questions regarding upgrading
4601,RFC - Crystal Reports Issue
4602,Goodrich Support Request - Web returning blank
4603,Scrollbar on Announcement Portal
4604,Incident Module not showing after upgrade to Pro Suite
4605,Able to add groups from User Form
4606,Error after editing the attachment - Conflict Resolution Dialog
4607,ChangeGear Questions
4608,ChangeGear Email Connector Issues
4609,Notification templates -  hyperlink
4610,Error when trying to load notification Rules grid
4612,Error when loging into CG - do not have permission
4613,Approver Group not generating correctly on RFC
4614,Thread Was Aborted Error Entering QA Owner on End User Web Form
4615,Could Not Find Status - Urgent issues with Capita
4616,Email Connector Configuration Questions
4617,My Sunview Portal
4618,Knowledge base
4620,Email Connector Configuration Questions
4621,Test Server
4623,files
4624,Description does not show in Reports
4625,CGWeb Throwing an error in main grid
4627,CG - Upgrade
4629,RDE\Change Gear not highlighting changes
4630,License Check (First Niagara)
4631,License Check (Laclede)
4633,All Tickets View is empty
4634,Approval Bug
4635,Enhancement Request
4636,SNL Error
4637,Creating a website for non Domain Users
4638,ChangeGear error report
4639,How can a user delete a custom view
4640,Issues with Bottom Pager - Does not page past page 2
4641,Inactive error message
4642,FW: ChangeGear Quote
4643,Customizations Overwritten
4644,Related Items dissapear if viewed before saving
4645,Email Connector will not connect
4646,ChangeGear time showing wrong in History
4647,Request Information 2x in a row
4648,CG Problem
4649,Only one usage of each socket error.
4650,Help with Approval groups
4651,(10061) REMOTE_PORT_NOT_LISTENING Logging in to ChangeGear
4652,Changegear upgrade from 3.5.2545 to 3.5.2953
4653,Email Approver
4654,Possible Problem
4655,Announcement Portal Notification Rules Do Not Work
4656,Database query
4657,Object reference error trying to Quick Search in the CMDB for a server by name
4658,CMDB cleanup
4659,Server install can't see SQL
4660,Notify pending approvers BPA doesn't appear to be working properly
4661,Remove Help Desk User(role?) Account from Assignee Picker
4662,Planner button showing up in DT Client to the right of the views drop down
4663,8009030 Error on Login
4667,American AgCredit Service won't start after 3002 upgrade
4671,ChangeGear 3.5 questions
4672,"You were inactive for at least 1 minutes; therefore, the system reclaimed your session. You must reopen the item and reapply your changes."
4673,Question about CMDB and Release Management
4674,8009030C Error on Login
4675,eGS Approval Problem
4676,Client Error on Login after Upgrade
4677,Site License Change Search
4679,Questions after 3.5 Upgrade
4680,Category
4681,ChangeGear error report
4682,Field Change
4683,ChangeGear web client is confused over 'Change Type' changes
4684,Object Reference Error Creating RFC
4685,moving database documentation
4686,CG Email connector error
4687,RE: Approval notification on resubmission
4688,Crystal Reports Viewer doesn't have scrollbars
4689,Emails attached to an email raised incident not attaching
4690,Question about email updates
4691,RFC in closed state showing create as only action and web session timing out after 1 minute
4692,Imported Crystal Reports
4693,Error After Duplicating RFC
4710,ChangeGear Database Connection String
4711,This is a test issue for training purposes.   
4712,CG web error - cannot perform submit with status of new - logs on FTP site
4713,Ticket Re-open
4714,How to recieve E-mail notifications of Accepted and closed tasks.
4715,Cannot Change Default administrator
4716,Approval Group Issue
4717,License Check (Newmarket)
4718,Approval Group Questions
4719,Change default behavior of analysis panel check boxes
4720,CG 3.5.2953 Reporting Module - totals not showing up in web View 
4721,Missing data in web CMDB grid
4722,Other questions
4723,End user cannot accept RFC
4724,"Time stamp is off, everything in the config looks good3.5 "
4725,Action (Email) disappearing when creating BPA
4726,Anna Marie Being re-added as CG Admin on Service Restart
4727,Error with Report:  Number of incidents closed by date by agent
4728,Investigation needed - Ticket not being appended correctly
4731,Customisation quote
4733,Upgrade issues
4734,Cannot Select Custom Announcement Workflow
4735,Known Issues
4736,CGWeb Question
4737,Crystal Reports Interface Problems
4738,When running reports AssigneeManager not in a ChangeMangementTicket entity.
4739,Reject
4740,Time out
4742,FW: Bolo access
4743,Web Interface 'Views'
4744,CG Question - Order column missing from the implementation grid.
4745,ChangeGear error report from Challenger Motor Freight
4746,Refreshing reports displays everyone's reports in my reports.
4747,ChangeGear error report
4748,Ticket not updated properly
4749,User prompted for credentials when attaching to any ticket.
4750,License Check (USA Tech)
4751,New Task Notification
4752,Updated History information
4753,Electronic Payment Exchange Issues after Upgrade
4754,Xstrata Approvers not showing up in custom workflow
4755,Change Gear Trouble.
4756,Setting Due Date to blank by default
4757,CG Batch Notification Report window content is lost when result is opened in the same window.
4759,Field name for QA and Deployment Owners
4760,Missing Search Facility 
4761,Prompted for credentials when trying to access Crystal Reports dropped into CG.
4762,Needed to have CG point to another instance of the DB since it was moved.
4763,FW: CG Batch Notification Report window content is lost when result is opened in the same window.
4764,Please Create All Close Ticket View
4765,Schema File
4766,FW: Change Gear License Expired
4767,CG Request to change timeout feature.
4768,Group by column for non-named web users
4769,Emails not being sent
4770,Question about business policy automation
4771,Issues with custom workflow at XStrata
4772,"Few questions on CG 3.5: Types and subtypes, API, and auto saving filtered grid view."
4773,License Check (St Lukes)
4774,Question & Version Info
4777,time on e-mails
4778,Repeating BPA
4782,Save As Link on ChangeGear Desktop Client not showing.
4789,Most Recent Description on Incidents
4796,Change Management Professional
4803,Question regarding monitoring usage of concurrent licenses.
4805,Question about the quantity of licenses.
4806,Question about how to edit the RFC ID number format.
4807,FW: ChangeGear Error
4813,Resource Create Stopped loading this morning
4814,FW: Emailing: CGDeskTopLog.txt.2008-10-16
4816,BUG
4822,Support Request - High
4823,Getting a copy of the RDE Deployment Guide.
4826,Survey RPTs
4827,New admin for ChangeGear
4828,CG is missing an RFC
4830,Calendar completed items
4832,Issues after go-live
4833,FW: Need Help! 
4834,Accidentally deleted some Tracked Assets
4835,Find a way to see total number of RFC's within a date range.
4840,Question
4845,FW: ChangeGear and Atos Origin
4849,ChangeGear error report from Mercantile Bank of Michigan
4854,Need advice on rolling out SD Pilot
4855,Incident Hyperlinking
4858,Object Reference Error in Map View
4860,ChangeGear error report
4881,Customer cannot select a custom announcement workflow.
4883,Question about how CG handles POP3 email.
4885,Question about the license file on an upgrade of CG.
4888,Mapview Error
4890,Question regarding where information of custom views are stored.
4931,Email Connector not firing correct action
4932,Data Question - How does CG qualify tickets to appear on the interface?
4933,ChangeGear error report
4935,XML Error Logging in to ChangeGear
4936,ChangeGear error report
4939,Force prompting for name info with generic accounts via Sefl Service.
4941,Support Request - High
4942,License Check (Admin Office of PA)
4943,User can not approve
4948,CORUS - RDE Discovery issue
4959,Change Type / Approval Groups Assignee Question
4965,Discovery Operator's guide
4966,User selection for QA\Deployment Owner
4967,Problem implementing Teck's Customizations
4968,License Check (Innovapost)
4970,License Check (Administaff)
4971,License Check (Miller Breweries)
4972,License Check (Cerberus)
4973,Resource Types
4974,Migrating ChangeGear Database
4975,: Bulk approval not working in Changegear
4977,"Utilities PARSE_SCHEMA_FAILED error, still occurring for one user"
4978,Cannot set Announcement workflow active
4993,"Having issues seeing tickets in All Tickets view, past 10/17/2007."
5012,Change Management 
5013,Issues with email notifications at Capita
5014,ERROR | System.IO.FileNotFoundException: Could not load file or assembly ...
5015,CGMobile Not Logging In to CG
5017,ChangeGear Dashboard
5018,ChangeGear error report from London & Quadrant Housing Trust
5019,Support Request - Medium
5021,ChangeGear error report from Ameren
5022,Problem with User Import Script
5023,Install is hanging.
5025,'CachePrimaryDomain' does not allow nulls on RDE scan
5028,Web Client History
5029,Approval Notifications Do Not Seem to be Sending Consistently
5030,Release management
5031,License Check (Uponor Europe)
5032,CHANGEGEAR_SERVICE_NOT_INITIALIZED Error
5033,ChangeGear error report from Zale Corporation
5034,ChangeGear error report from Municipal Group
5036,Questions on why they're getting datautil logs in the middle of the day. 
5037,Web.config and cg.exe.config being overwritten during every upgrade
5038,End Users cannot attach to RFC after Submit
5041,Discovery Details -- Question
5042,Unhandled Exception in CMDB Usage Tab
5044,a note tab
5045,ChangeGear error report:  CGLogic l_login_failed L_LOGIN_FAILED;  Error Code = '80090301
5046,Trying to install trial of Enterprise but gets the Pro version.
5047,Adding a custom field to ChangeGear
5048,License Check (Graphic PKG)
5049,Delete ALL CI information from the CMDB and reset the CI counter.
5052,Email Connector Does Not Seem to be Processing Emails
5053,"Click Here" Problem in CG
5055,Support Request - Low
5056,License Check (Fort Dearborn) Urgent
5057,Support Request - High
5058,ChangeGear error report from Municipal Group - Windows file association error for TIF
5059,CG 3.5 web interface issue
5061,Journaled field on Change  causes error when selecting Assignee
5062,Approver cannot approve after Need More Info Action in Bankserv Custom Workflow or wrong person allowed to approve
5073,Incidents page max rows
5074,URGENT:Change Gear Performance Problem
5076,Ownership of Tables
5077,Test upgrade to 3044 - No Default Change Type on End User RFCs.
5078,Resource Types question
5081,DB Cleanup - Datautil Purge
5082,ChangeGear error report from Battelle - Baltimore
5083,IR-009353
5085,Problem when user clicks before page is fully loaded
5086,Accept before Validate
5087,Named Lic entrance to ChangeGear
5088,Change contact name for the Centex Title account
5089,Workaround Docs for CORUS
5091,Unable to edit resource owners for CI's
5092,Description Field Length
5093,ChangeGear error report
5094,ChangeGear error report from Municipal Group
5095,Time Out
5096,RDE Not Properly Relating VMWare to Virtual Machines
5097,Custom lookup list field is not available in field picker on DT or Web
5098,One more custom file discrepancy
5099,Linux discovery error
5102,License Check (JME)
5103,License Check (Caraustar)
5104,License Check (Teck Cominco)
5105,FW: ChangeGear error when trying to create new RFC.
5106,Need to know how many DCIs/DTAs out of license are used
5110,Problems with a particular Incident record
5112,RDE Taking a very long time to scan
5114,Support request
5115,CATSA - Application at server level is suddenly shutting down every time try to connect via client install.
5116,Unhandled Exception Adding Relationship to CMDB
5117,Adding an Operating System User Is Not Supported in this Configuration
5118,Object Refrence Error Trying to Edit View
5119,Update Kronos Customizations for 3.5
5120,Another issue - requester can not validate
